,article_number,data_set,label_expert_a,label_expert_b,label_expert_c,label_council,newspaper_name,article_link
1335,1336,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/wirtschaft/article187726664/Matratzen-Online-Haendler-ziehen-sich-vom-Markt-zurueck.html
1336,1337,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}",None,Welt,https://www.welt.de/debatte/kommentare/plus186580488/Reinhard-K-Sprenger-Die-Frauenquote-schadet-Frauen.html
1337,1338,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/kultur/article184451502/Lorette-Rassenschande-nonen-Wie-Woerter-aus-dem-Duden-fallen.html
1338,1339,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/sport/fussball/bundesliga/article187234200/BVB-Farben-am-Aermel-Schalke-04-wendet-doch-noch-den-Super-GAU-ab.html
1339,1340,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': True, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/regionales/hamburg/article183924250/Kokain-Razzia-Polizist-schiesst-sich-versehentlich-ins-Bein.html
1340,1341,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}",None,Welt,https://www.welt.de/kmpkt/article189233833/Haushalts-Quiz-10-Fragen-wie-man-richtig-Waesche-waescht.html
1341,1342,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/vermischtes/article185821694/Wien-Jugendlicher-wegen-Mordes-an-Siebenjaehriger-verurteilt.html
1342,1343,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Welt,https://www.welt.de/vermischtes/plus189640149/Martina-Bergmann-kuemmert-sich-um-ihre-demente-Nachbarin-Martha.html
1343,1344,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': True, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': True, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/wissenschaft/article189798795/Unep-Bericht-Vor-diesen-fuenf-Umweltgefahren-warnen-die-UN.html
1344,1345,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/politik/ausland/article188383215/Fluechtlingspolitik-und-Nord-Stream-2-Angela-Merkel-in-der-Hoehle-der-Loewen.html
1345,1346,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Welt,https://www.welt.de/vermischtes/article188522547/Prinz-Philip-Ehemann-von-Elizabeth-II-gibt-Fuehrerschein-ab.html
1346,1347,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/regionales/nrw/article185191470/Die-letzte-Kohlezeche-schliesst-Dieser-endgueltige-Abschied-tut-weh.html
1347,1348,expert,"{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/politik/deutschland/article184739838/Innenministerkonferenz-Vorerst-weiterhin-keine-Abschiebungen-nach-Syrien.html
1348,1349,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/politik/ausland/article185207280/Nato-Verteidigungsausgaben-Was-Donald-Trump-von-einer-europaeischen-Armee-haelt.html
1349,1350,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}",None,Welt,https://www.welt.de/politik/deutschland/video185136156/Machtkampf-in-Hamburg-47-Prozent-der-CDU-Anhaenger-wuenschen-sich-AKK.html
1350,1351,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': True, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': True, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/wirtschaft/article185191746/ITU-Analyse-Mehr-als-die-Haelfte-der-Menschen-hat-Zugang-zum-Internet.html
1351,1352,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/sport/article188264499/Olympiavergabe-In-Diktaturen-ist-es-fuer-uns-einfacher.html
1352,1353,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': True, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/debatte/kommentare/article187924124/Asia-Bibi-In-Pakistan-herrschen-Gesetze-die-den-Wahnsinn-befoerdern.html
1353,1354,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': True, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/sport/article190390041/Formel-1-Sebastian-Vettel-hadert-Hamilton-findet-es-unglaublich.html
1354,1355,expert,"{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': True, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/debatte/kommentare/article189405467/Gipfel-in-Aegypten-Heimliche-Dankbarkeit-der-Europaeer-fuer-Sisi.html
1355,1356,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': True, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}",None,Welt,https://www.welt.de/icon/iconista/article189726521/Heidi-Klum-und-Co-Hoert-auf-Frauen-zu-fragen-ob-sie-Kinder-wollen.html
1356,1357,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': True, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/icon/partnerschaft/plus181321960/Sexualtherapeutin-ueber-die-Folgen-von-alltaeglich-verfuegbarem-Sex.html
1357,1358,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': True, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/kultur/article188002701/Deutsche-Sprache-Erst-jetzt-sind-die-Brueder-Grimm-wirklich-beerdigt.html
1358,1359,expert,"{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': True}",None,Welt,https://www.welt.de/kmpkt/article184701840/Duden-Quiz-10-Woerter-die-die-meisten-falsch-schreiben-und-du.html
1359,1360,expert,"{'nat-politik': True, 'int-politik': False, 'wirtschaft': False, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}","{'nat-politik': False, 'int-politik': False, 'wirtschaft': True, 'sport': False, 'ungluecke': False, 'recht': False, 'wissenschaft': False, 'soziales': False, 'familie': False, 'religion': False, 'umwelt': False, 'verkehrssysteme': False, 'krieg': False, 'sicherheit': False, 'kultur': False, 'digitales': False, 'human-interest': False, 'other': False}",None,Welt,https://www.welt.de/wirtschaft/article188479859/Perustulo-Warum-Finnlands-Grundeinkommen-alle-enttaeuschte.html
